Temperature,Pressure,Humidity,Machine_Speed,Production_Time,Shift,Operator_Experience_Years,Material_Type,Defect
103.24,17.36,27.61,1512,7,Day,12,Plastic,1
71.46,25.83,53.37,1211,9,Evening,14,Aluminum,0
69.08,28.48,36.54,1269,3,Night,4,Steel,0
78.27,32.3,43.62,1314,2,Day,1,Plastic,1
69.18,21.75,57.86,1364,6,Day,14,Steel,0
78.99,25.09,62.79,1569,2,Night,1,Steel,1
61.8,30.65,28,920,1,Day,4,Steel,0
72.61,30.42,45.3,949,10,Night,6,Steel,0
87.86,31.89,47.73,952,4,Night,5,Plastic,1
74.43,32.22,29.92,1528,9,Evening,4,Plastic,1
76.42,31.69,53.03,1446,10,Day,2,Aluminum,1
79.75,30.97,46.16,1055,3,Night,8,Plastic,0
86.71,30.28,46.94,1373,3,Night,7,Steel,1
58.45,33.32,35.82,1598,6,Evening,13,Aluminum,1
80.85,18.8,49.13,862,6,Night,10,Aluminum,0
72.32,37.72,53.38,1092,8,Evening,2,Plastic,0
76.67,18.98,46.27,867,10,Night,6,Plastic,0
85.6,24.6,39.86,1024,6,Day,2,Steel,1
63.06,28.87,40.64,1448,8,Day,10,Plastic,1
64.87,33.36,47.2,1253,8,Day,5,Aluminum,0
55.65,15.02,45.49,1357,7,Evening,2,Steel,0
69.51,29.86,54.05,1406,5,Day,7,Steel,1
88.3,33.96,40.2,1089,4,Evening,2,Aluminum,1
73.79,34.97,32.82,1046,1,Evening,4,Aluminum,0
61.6,26.51,48.59,1115,6,Evening,2,Aluminum,0
70.14,28.5,40.22,1091,8,Night,13,Aluminum,0
60.12,26.92,52.84,1279,11,Evening,7,Plastic,0
63.75,28.04,45.08,1013,4,Night,9,Aluminum,0
78.89,24.84,51.55,1567,7,Evening,13,Plastic,1
63.26,25.55,34.86,1359,3,Evening,8,Aluminum,0
86.13,32.17,46.43,1404,5,Night,14,Aluminum,1
74.29,30.66,38.01,1317,7,Night,5,Aluminum,0
75.86,32.46,32.8,992,11,Day,14,Plastic,0
72.22,31.07,36.39,1414,9,Day,13,Aluminum,1
82.73,33.52,39.56,1233,9,Night,9,Plastic,0
82.83,34.39,57.45,873,7,Day,3,Steel,0
78.35,21.29,39.29,873,4,Night,9,Steel,0
80.65,25.73,32.28,1424,6,Night,3,Aluminum,1
72.88,28.84,46.31,1463,4,Day,4,Aluminum,1
80.42,29.89,45.29,1062,3,Night,11,Aluminum,0
71.62,26.65,40.08,885,9,Night,10,Aluminum,0
75.02,34.56,43.39,857,5,Day,14,Steel,0
72.25,39.9,54.76,1460,8,Evening,2,Plastic,1
70.43,30.93,51.71,1525,3,Evening,10,Aluminum,1
68.11,30.42,50.84,1216,9,Night,3,Steel,0
79.68,34.25,33.16,1080,1,Day,13,Plastic,0
88.11,20.67,73.87,1406,2,Day,11,Aluminum,1
86.71,30.14,55.51,1007,4,Evening,14,Steel,1
62.43,34.9,50.17,942,2,Night,3,Aluminum,0
87.89,26.78,33.36,1212,9,Evening,0,Aluminum,1
71.82,23.87,54.48,1394,7,Evening,0,Steel,1
81.01,29.07,39.99,851,2,Night,8,Aluminum,0
65.94,29.7,43.06,816,11,Night,2,Aluminum,0
76.42,25.46,28.19,1529,11,Night,4,Steel,1
78.14,40.48,32.59,1539,4,Night,1,Aluminum,1
60.15,27.61,49.39,1218,6,Night,0,Plastic,1
81.08,24.23,55.06,1223,2,Night,6,Aluminum,0
88.46,29.53,51.85,1000,9,Night,9,Steel,1
73.25,34.54,51.51,1217,3,Day,8,Aluminum,0
88.6,30.09,44.35,1241,2,Day,3,Aluminum,1
73.1,32.43,40.93,1301,4,Evening,3,Aluminum,0
83.5,25.64,47.89,881,5,Evening,2,Plastic,0
52.81,37.44,53.21,1439,4,Day,14,Aluminum,1
99.19,32.81,45.05,879,3,Day,2,Steel,1
89.95,35.24,57.1,988,3,Night,1,Steel,1
72.15,31.83,42.85,1279,3,Evening,2,Steel,0
55.28,34.12,35.2,955,3,Day,12,Steel,0
77.88,25.63,44.9,959,6,Night,4,Aluminum,0
60.56,27.54,46.06,1553,4,Day,7,Plastic,1
79.45,36.73,44.18,1393,7,Evening,7,Steel,0
79.12,37.8,57.81,843,7,Day,4,Aluminum,0
65.59,24.26,53.05,961,4,Day,14,Plastic,0
86.21,31.25,30.69,1532,1,Evening,10,Plastic,1
83.06,27.85,60.34,1460,9,Day,0,Steel,1
84.76,26.51,17.59,1435,7,Evening,9,Aluminum,1
75.09,31.42,66.51,1309,6,Night,13,Aluminum,1
60.84,35.7,42.13,1312,5,Night,1,Aluminum,1
84.78,32.26,43.1,1494,9,Day,7,Aluminum,1
72.3,28.4,44.4,1007,9,Night,9,Steel,0
61.1,32.57,48.85,896,10,Evening,14,Plastic,0
88.52,28.2,45,820,11,Evening,13,Plastic,1
95.99,32.06,43.67,1154,6,Day,8,Steel,1
74.59,36.98,58.09,1304,8,Night,10,Plastic,0
96.59,19.61,50.66,1203,7,Evening,6,Plastic,1
75.91,33.99,35.41,1022,1,Evening,8,Steel,0
71.2,22.3,52.41,1199,2,Day,11,Steel,0
68.7,36.14,50.24,1261,9,Night,8,Plastic,0
91.37,26.81,39.55,1359,10,Evening,13,Steel,1
67.2,23.91,52.92,831,4,Day,10,Aluminum,0
82.35,33.48,43.42,1288,11,Day,5,Aluminum,0
69.41,31.82,42.78,1087,3,Evening,5,Plastic,0
70.4,25,42.51,1236,2,Evening,6,Steel,0
85.3,23.74,20.72,1179,8,Day,0,Aluminum,1
71.2,29.06,39.73,1236,7,Night,10,Steel,0
70.95,23.98,52.13,929,9,Day,8,Plastic,0
86.33,24.69,44.78,1240,3,Night,0,Plastic,1
90.97,30.58,32.15,1292,1,Evening,7,Steel,1
81.45,25.17,54.65,1589,9,Evening,9,Steel,1
68.45,32.13,42.01,1044,5,Evening,1,Steel,1
69.89,37.45,32.78,851,5,Day,9,Aluminum,0
75.8,29.26,67.06,1520,3,Night,14,Plastic,1
78.21,30.65,34.47,1029,8,Day,10,Plastic,0
65.12,40.09,53.79,1264,8,Day,12,Aluminum,0
82.23,24.06,37.31,985,1,Day,12,Aluminum,0
75.86,35.96,46.36,961,4,Night,14,Aluminum,0
57.84,35.35,35.98,998,6,Night,6,Plastic,0
65.71,34.27,32.61,1200,9,Evening,4,Steel,0
69.96,36.46,50.22,1271,2,Day,7,Steel,0
74.27,31.4,49.05,1255,7,Night,12,Plastic,0
93.89,27.09,56.45,1590,10,Day,10,Plastic,1
77.38,35.47,44.66,1344,1,Evening,9,Steel,0
66.59,35.66,67.2,1212,10,Evening,6,Aluminum,1
77.21,35.53,47.68,1330,4,Day,7,Aluminum,0
71.48,30.22,50.67,920,10,Evening,1,Plastic,1
78.25,26.42,31.42,868,11,Night,9,Plastic,0
80.81,30.96,38.86,1092,7,Night,10,Plastic,0
87.09,34.71,50.2,1526,3,Night,8,Plastic,1
74.76,35.12,44.16,1434,3,Night,11,Steel,1
91.39,27.85,46.88,1209,4,Evening,5,Steel,1
84.08,31.58,36.84,1079,8,Night,10,Plastic,0
67.93,23.46,46.22,1365,3,Evening,5,Steel,0
97.1,34.92,46.19,1332,8,Evening,5,Aluminum,1
78.27,26.08,33.2,1408,10,Day,0,Aluminum,1
66.65,33.93,51.43,1449,9,Evening,13,Plastic,1
91.53,24.25,28,1353,8,Day,6,Aluminum,1
95.78,35.16,46.84,1557,8,Evening,1,Plastic,1
74.67,31.61,62.66,1218,9,Night,14,Steel,1
69.96,26.09,51.81,827,4,Day,1,Plastic,1
73.28,33.46,51.74,1195,3,Evening,4,Aluminum,0
82.15,27.05,36.03,1369,8,Evening,12,Plastic,0
87.78,33.75,62.69,1438,1,Day,5,Steel,1
80.7,28.63,58.77,1227,10,Day,0,Steel,1
76.02,21.39,36.56,1574,1,Night,11,Plastic,1
89.98,25.09,40.25,943,4,Night,13,Aluminum,1
71.87,27.85,57.55,892,10,Evening,13,Plastic,0
85.31,36.84,62.96,834,3,Evening,0,Plastic,1
72.12,34.51,32.35,1403,10,Evening,0,Aluminum,1
79.31,38.12,34.96,1574,2,Evening,13,Plastic,1
73.86,38.27,43.56,1269,9,Day,14,Steel,0
74.44,27.33,23.29,1325,5,Day,6,Steel,0
71.23,29.06,45.19,1114,3,Evening,11,Aluminum,0
88.45,27.94,56.86,1283,9,Evening,0,Steel,1
67.67,26.64,30.61,1513,8,Night,8,Steel,1
67.6,20.79,46.27,1175,4,Evening,2,Aluminum,0
96.21,29.93,39.18,1589,10,Night,14,Plastic,1
84.78,23.57,61.4,1455,5,Night,11,Plastic,1
51.15,29.83,39.3,1287,11,Evening,9,Aluminum,0
69.35,40.58,60.19,1295,5,Day,12,Aluminum,1
56.88,27.45,39.03,1175,8,Night,1,Plastic,1
65.49,30.97,52.71,1290,7,Night,5,Steel,0
43.61,34.53,47.52,1098,3,Evening,14,Plastic,0
73.63,31.4,43.62,1152,6,Day,1,Steel,1
63.58,31.46,37.09,1153,6,Night,4,Steel,0
75.6,28.19,48.23,1280,2,Evening,4,Aluminum,0
58.75,28.84,40.59,1203,1,Day,8,Steel,0
75.83,25.2,38.1,1193,7,Day,11,Aluminum,0
70.85,34.23,59.73,1202,3,Day,13,Steel,0
90.02,21.29,50.48,1556,5,Night,13,Plastic,1
89.11,34.86,51.44,1290,8,Day,12,Steel,1
82.85,22.98,41.08,1323,5,Night,3,Plastic,0
71.73,34.81,43.14,1193,11,Evening,7,Aluminum,0
94.85,28.23,42.51,1382,5,Day,6,Aluminum,1
59.47,23.84,48.37,1495,5,Night,6,Steel,1
60.96,32.9,51.42,903,11,Day,0,Plastic,1
74.16,34.64,44.7,810,7,Night,5,Steel,0
97.54,27.81,37.07,1519,2,Evening,5,Aluminum,1
72.98,33.6,52.61,1024,1,Night,9,Plastic,0
73.17,18.57,45.33,1116,11,Evening,7,Aluminum,0
60.58,23.4,30.59,1221,4,Day,5,Aluminum,0
84.46,36.46,23.65,1072,5,Night,7,Steel,0
84.53,28.88,47.98,853,7,Evening,12,Steel,0
82.89,20.69,36.71,972,1,Day,5,Steel,0
68.71,26.51,49.31,1046,9,Evening,7,Steel,0
67.93,25.38,37.24,1464,11,Day,4,Aluminum,1
62.07,29.17,46.33,1417,10,Evening,8,Aluminum,1
75.84,28.15,41.22,958,4,Night,11,Plastic,0
64.2,30.89,62.52,905,6,Evening,3,Steel,1
63.23,29.65,54.5,1504,11,Day,5,Plastic,1
70.76,36.8,58.47,1094,1,Evening,10,Steel,0
70.11,32.12,45.24,1075,9,Evening,1,Plastic,1
69.62,32.29,53.22,1384,4,Night,2,Plastic,0
79.66,35.83,45.92,842,5,Day,3,Steel,0
75.79,28.06,59.7,993,8,Day,2,Steel,0
72.12,23.69,44.27,1440,6,Evening,11,Aluminum,1
76.83,36.03,31.03,1110,10,Day,12,Aluminum,0
65.08,30.68,25.01,1419,3,Day,14,Steel,1
76.05,30.7,61.68,902,10,Day,6,Steel,1
76.51,26.83,49.79,1444,8,Night,8,Steel,1
59.97,26.92,50.44,1049,6,Night,5,Steel,0
84.96,34.23,59.9,1195,2,Night,2,Plastic,0
66.19,34.92,28.48,1581,5,Day,13,Plastic,1
75.9,33.92,41.41,1414,3,Night,12,Plastic,1
86.64,33.96,42.64,1095,4,Day,14,Plastic,1
84.26,32.85,52.42,1037,9,Night,12,Aluminum,0
75.34,30.66,38.07,1419,3,Evening,8,Steel,1
71.38,29.12,32.99,1448,5,Day,0,Plastic,1
84.48,36.05,32.9,1088,8,Evening,14,Plastic,0
81.75,28.13,56.49,1336,9,Evening,4,Steel,0
68.82,31.85,37.57,1429,7,Evening,13,Plastic,1
67.05,25.98,39.48,1541,11,Night,12,Plastic,1
54.28,26.7,51.34,1055,4,Night,10,Aluminum,0
76.54,28.82,38.01,1320,9,Evening,10,Plastic,0
74.17,25.98,27.95,918,2,Evening,14,Steel,0
86.36,33.99,29.18,918,2,Evening,9,Plastic,1
78.59,23.26,44.43,890,4,Night,14,Aluminum,0
88.34,30.5,49.97,971,2,Evening,9,Aluminum,1
68.03,30.66,42.98,1522,3,Evening,4,Steel,1
86.38,20.95,49.3,915,5,Day,1,Aluminum,1
69.71,27.79,28.87,1599,3,Evening,4,Plastic,1
82.78,31.28,29.55,1333,1,Day,0,Steel,1
60.41,32.14,67.54,1148,11,Day,0,Plastic,1
77.35,28.98,57.33,1366,3,Day,10,Steel,0
55.15,33.38,52.69,1275,6,Night,13,Aluminum,0
72.33,29.45,38.4,1244,3,Evening,3,Aluminum,0
79.4,30.07,42.62,907,9,Evening,14,Plastic,0
69.79,31.26,44.98,1388,3,Day,14,Aluminum,0
64.5,34.63,58.14,1372,11,Day,5,Plastic,0
83.46,26.62,49.03,921,3,Day,12,Aluminum,0
73.97,27.57,50.26,1403,3,Day,13,Aluminum,1
70.1,26.66,43.32,1021,5,Evening,10,Plastic,0
75.42,28.34,52.93,1258,7,Evening,1,Aluminum,1
101.37,37.13,48.02,1441,5,Day,4,Steel,1
86.54,32.86,45.44,1297,9,Day,10,Aluminum,1
86.63,24.34,37.57,1169,6,Day,9,Steel,1
79.36,27,43.86,1559,1,Day,4,Steel,1
76.66,31.86,34.2,920,9,Night,2,Steel,0
51.04,25.47,44.6,1000,3,Evening,3,Steel,0
68.21,26.37,45.89,960,8,Evening,10,Steel,0
70.19,36.72,20.95,1561,3,Night,12,Aluminum,1
56.25,26.93,42.7,1017,8,Day,1,Aluminum,1
63.43,34.77,33.24,1374,4,Day,12,Plastic,0
55.19,36.28,49.99,1199,1,Evening,6,Plastic,0
74.62,26.33,51.37,1528,11,Night,12,Plastic,1
83.19,25.55,40.74,1184,6,Day,2,Plastic,0
86.07,28.62,50.49,863,7,Evening,12,Steel,1
79.15,24.56,50.91,1011,8,Evening,5,Aluminum,0
65.37,30.61,42.7,1431,6,Evening,8,Steel,1
55.68,28.97,60.34,868,1,Night,6,Plastic,1
57.43,31.8,37.75,923,5,Night,3,Steel,0
62.31,36.98,59.71,1176,9,Night,1,Plastic,1
66.11,34.09,42.75,1456,3,Night,11,Plastic,1
73.4,32.45,36.57,1095,5,Night,14,Plastic,0
64.86,20.17,41.48,1157,6,Night,13,Plastic,0
78.39,32.22,34.01,1440,5,Evening,6,Aluminum,1
72.68,38.61,52.85,1324,4,Evening,7,Plastic,0
75.11,14.95,28.97,1585,2,Day,2,Aluminum,1
86.4,33.45,58.9,867,5,Day,10,Aluminum,1
63.2,29.2,35.64,1069,10,Day,13,Plastic,0
79.19,25.75,53.37,932,1,Night,6,Aluminum,0
74.86,34.01,45.24,861,1,Night,0,Plastic,1
71.67,38.55,47.71,960,8,Day,10,Plastic,0
83.85,33.88,39.1,825,4,Day,7,Plastic,0
83.79,28.14,48.53,1558,1,Night,6,Plastic,1
65.54,25.28,46.35,1500,2,Night,5,Aluminum,1
73.18,30.72,30.42,1085,5,Evening,10,Steel,0
77.81,34.37,35.37,1245,7,Day,14,Steel,0
72.27,28.06,39.59,1531,5,Night,14,Plastic,1
80.85,28.55,37.45,1048,11,Evening,14,Plastic,0
77.81,44.11,57.53,890,10,Evening,2,Plastic,0
93.33,35.39,45.07,835,6,Night,3,Steel,1
59.7,35.75,37.21,806,7,Night,7,Steel,0
73.78,22.7,40.09,1305,3,Evening,0,Plastic,1
65.91,26.46,39.96,1120,11,Evening,12,Aluminum,0
81.04,30.37,42.12,1001,10,Night,1,Aluminum,1
58.83,24.99,34.25,1352,5,Day,13,Steel,0
78.46,38,36.86,1343,8,Day,0,Aluminum,1
68.7,37.05,52.67,1453,11,Day,3,Aluminum,1
67.66,27.33,46.85,1055,6,Day,5,Plastic,0
60.54,38.92,43.48,960,2,Day,4,Aluminum,0
70.35,29.98,45.03,829,9,Day,12,Plastic,0
85.85,42.95,44.54,1256,2,Day,5,Plastic,1
74.75,30.72,42.91,1061,6,Night,1,Plastic,1
81.28,32.88,50.17,809,11,Evening,14,Plastic,0
91.65,37,49.43,1514,2,Evening,4,Aluminum,1
77.64,36.39,29.28,1158,10,Evening,0,Steel,1
69.41,32.55,43.68,1075,7,Evening,12,Aluminum,0
79.67,29.29,29.94,923,1,Day,5,Steel,0
69.56,32.57,51.36,1429,4,Night,3,Steel,1
69.96,25.92,52.68,1067,8,Evening,12,Plastic,0
59.8,30.76,38.89,1077,9,Day,11,Aluminum,0
84.26,24.45,43.83,875,10,Day,12,Steel,0
71.14,21.1,23.89,1325,3,Day,9,Steel,0
76.82,30.25,54.73,1417,9,Night,8,Aluminum,1
64.64,36.31,52.1,975,8,Night,11,Steel,0
79.36,34.63,56.5,1493,4,Night,12,Aluminum,1
67.38,29.59,59.87,835,1,Evening,2,Plastic,0
73.58,38.73,32.76,1366,10,Evening,2,Steel,0
83.78,27.15,53.88,1069,5,Night,14,Plastic,0
82.91,20.41,59.79,801,11,Night,8,Steel,0
74.78,19.09,30.05,1055,7,Night,14,Plastic,0
57.32,24.09,43.29,1313,5,Night,13,Steel,0
104.93,34.08,41.37,1372,11,Day,3,Aluminum,1
92.46,26.83,53.55,1162,5,Evening,6,Plastic,1
82.23,32.3,21.06,906,5,Day,9,Aluminum,0
67.47,38.23,63.16,933,3,Evening,13,Steel,1
73.86,24.5,43.87,1208,6,Day,1,Plastic,1
69.57,32.39,54.16,1250,11,Day,0,Plastic,1
87.64,32.69,44.4,1334,4,Day,9,Steel,1
77.63,25.7,49.92,1384,10,Night,12,Steel,0
67.16,36.77,21.79,1150,2,Day,13,Steel,0
70.29,28.56,41.15,827,4,Day,0,Aluminum,1
86.21,28.08,53.48,1336,6,Night,5,Plastic,1
91,40.56,47.89,864,6,Night,3,Plastic,1
90.28,32.61,28.63,993,11,Evening,1,Aluminum,1
82.57,34.63,45.61,1006,9,Day,12,Plastic,0
72.47,36.77,36.81,1098,8,Evening,6,Aluminum,0
42.58,26.75,35.95,839,5,Evening,7,Aluminum,0
77.97,36.25,29.79,1263,10,Day,13,Steel,0
74.98,27.49,51.19,822,3,Evening,13,Aluminum,0
76.4,27.28,56.13,1488,4,Night,6,Plastic,1
75.54,28.64,66.2,1575,5,Night,9,Plastic,1
61.74,26.89,30.26,927,1,Day,8,Steel,0
80.57,34.11,52.67,1062,9,Evening,0,Plastic,1
81.32,31.34,53.33,1588,4,Day,9,Aluminum,1
81.82,27.54,39.19,834,8,Night,5,Plastic,0
84.47,33.37,35.82,1286,5,Day,7,Aluminum,0
81.04,28.62,34.14,900,11,Night,8,Plastic,0
70.9,28.36,39.73,1536,5,Night,10,Plastic,1
74.29,30.24,47.03,1540,2,Night,7,Steel,1
75.91,32.32,58.6,1410,8,Evening,5,Aluminum,1
76.08,31.95,56.05,881,11,Evening,7,Steel,0
84.98,28.18,28.85,1116,10,Evening,7,Steel,0
81.44,34.24,37.11,1129,7,Evening,0,Steel,1
95.77,28.89,58,995,2,Night,7,Steel,1
97.06,26.73,37.69,1213,11,Night,6,Aluminum,1
75.8,22.66,44.43,1308,6,Night,7,Aluminum,0
36.63,34.92,27.95,1280,9,Evening,7,Plastic,0
87.37,30.06,56.53,867,8,Day,11,Plastic,1
69.6,31.05,25.87,1192,10,Day,9,Steel,0
66.99,35.23,28.57,1072,3,Evening,13,Aluminum,0
71.02,27.61,55.51,1098,7,Evening,10,Plastic,0
70.53,23.13,64.2,940,4,Evening,9,Steel,1
81.12,30.35,42.09,984,11,Evening,5,Steel,0
59.41,31.54,44.53,1465,4,Night,8,Plastic,1
64.22,28.69,54.08,988,7,Evening,2,Aluminum,0
78.43,37.37,47.89,1373,11,Night,9,Plastic,0
81.23,17.57,41.27,818,7,Evening,0,Plastic,1
81.42,35.6,40.15,880,11,Night,13,Aluminum,0
67.13,33.96,29.33,1297,1,Night,8,Plastic,0
65.22,32.28,47.33,1341,11,Night,13,Steel,0
69.93,13.32,44.08,1438,1,Evening,9,Plastic,1
77.4,36.42,40.62,1017,6,Night,13,Aluminum,0
89.85,24.87,34.98,1324,2,Evening,9,Aluminum,1
54.53,27.46,35.99,1488,3,Night,1,Plastic,1
72.79,29.15,51.18,1137,2,Night,2,Plastic,0
61.67,32.04,53.82,920,2,Evening,10,Plastic,0
58.48,33.2,41.73,1268,8,Day,3,Steel,0
84.67,34.46,40.68,1171,8,Evening,7,Aluminum,0
80.45,34.08,36.46,1281,6,Day,10,Steel,0
79.49,31.26,54.37,978,3,Evening,8,Steel,0
84.21,32.08,45.31,910,5,Night,2,Steel,0
70.2,24.55,48.68,808,7,Evening,1,Aluminum,1
70.67,26.24,48.58,1021,5,Day,1,Aluminum,1
96.86,34.48,41.92,1596,7,Night,10,Steel,1
72.53,34.19,33.35,1421,10,Evening,8,Aluminum,1
82.35,33.62,35.04,1447,7,Evening,11,Aluminum,1
75.06,27.43,56.28,907,4,Night,7,Aluminum,0
56.52,34.55,37.74,1136,10,Day,1,Plastic,1
54.55,24.19,40.9,1003,10,Evening,12,Aluminum,0
69.21,35.39,33.66,1326,6,Day,7,Aluminum,0
85.56,28.7,32.84,1252,9,Evening,3,Aluminum,1
82.88,38.42,37.31,1473,4,Evening,5,Steel,1
84.14,22.39,61.88,994,10,Evening,4,Plastic,1
65.13,38.82,51.58,1060,1,Day,4,Plastic,0
91.16,28.19,39.73,808,8,Night,12,Steel,1
65.35,28.1,55.83,1015,4,Evening,9,Aluminum,0
77.13,30.97,43.48,1572,8,Night,9,Aluminum,1
74.9,26.51,58.54,912,11,Evening,6,Plastic,0
73.26,29.64,67.12,1428,9,Evening,7,Aluminum,1
88.39,26.31,55.28,1139,8,Day,4,Plastic,1
67.95,26.49,45.95,846,1,Night,12,Steel,0
61.5,32.43,51.99,1288,9,Night,3,Plastic,0
75.2,25.49,45.15,1121,5,Day,1,Plastic,1
71,26.16,26.64,1590,8,Night,4,Plastic,1
108.77,23.14,38.45,897,6,Evening,7,Plastic,1
81.77,27.48,35.48,1244,7,Evening,0,Plastic,1
70.91,36.56,38.23,892,3,Night,5,Steel,0
64.44,25.77,62.94,1051,9,Night,1,Aluminum,1
56.2,26.34,56.22,962,9,Night,1,Aluminum,1
64.75,30.97,49.41,957,10,Day,7,Plastic,0
76.15,28.15,53.12,1378,2,Night,5,Aluminum,0
89.27,41.14,26.08,937,4,Night,5,Plastic,1
86.22,29.19,52.28,1183,4,Evening,5,Aluminum,1
77.29,31.68,54.4,1111,1,Day,8,Aluminum,0
71.77,34.72,22.6,1089,4,Night,13,Aluminum,0
77.69,34.62,52.65,864,3,Night,14,Aluminum,0
69.81,31.17,30.76,1573,11,Day,12,Steel,1
92.18,29.19,25.3,997,11,Evening,2,Plastic,1
73.11,40.12,58.26,1482,2,Day,1,Plastic,1
74.14,29.5,34.93,1327,6,Evening,13,Steel,0
52.84,27.79,37.84,1502,3,Night,4,Steel,1
73.05,26.77,54.9,1336,10,Night,5,Steel,0
83.36,21.37,41.95,1049,9,Day,8,Steel,0
64.32,34.11,43.2,1338,9,Night,8,Steel,0
67.49,18.26,42.98,1481,11,Day,1,Plastic,1
82.93,29.97,48.48,916,8,Day,8,Steel,0
60.23,28.98,42.74,1366,8,Day,8,Plastic,0
85.58,41.2,46.14,1285,2,Night,12,Plastic,1
69.68,20.84,39.96,1162,11,Evening,5,Aluminum,0
71.11,25.49,48.52,825,6,Night,0,Aluminum,1
63.76,29.32,48.14,1583,4,Evening,10,Aluminum,1
78.78,29.01,63.98,1419,10,Evening,7,Steel,1
99.6,27.25,41.19,1401,2,Evening,7,Steel,1
82.81,29.6,43.16,1292,2,Night,7,Aluminum,0
66.36,23.7,47.39,1156,10,Evening,12,Steel,0
86.36,31.79,54.64,1211,7,Night,12,Aluminum,1
71.83,18.39,34.08,1275,11,Night,7,Plastic,0
88.74,29.87,46.04,1213,1,Day,9,Plastic,1
83.07,27,19.92,921,8,Night,4,Plastic,0
45.57,35.08,42.28,1260,5,Night,1,Plastic,1
64.96,38.78,55.73,1228,10,Night,8,Aluminum,0
84.44,28.34,37.74,1042,8,Night,11,Plastic,0
76.52,36.95,46.77,1202,2,Evening,10,Plastic,0
64.76,28.42,39.71,1580,1,Evening,5,Steel,1
68.66,25.17,36.41,1051,2,Night,2,Plastic,0
55.94,38.73,54.71,874,6,Night,0,Plastic,1
74.12,32.6,34.55,911,4,Day,14,Aluminum,0
97.11,30.02,47.93,1462,8,Evening,11,Steel,1
83.05,33.44,48.08,1581,9,Night,4,Steel,1
96.9,31.37,36.48,1409,9,Day,3,Steel,1
83.82,29.65,46.56,1159,5,Day,12,Steel,0
85.27,23.37,35.65,1566,6,Night,12,Aluminum,1
94.74,28.65,50.22,967,11,Day,12,Aluminum,1
78.77,33.12,31.85,1049,11,Day,3,Aluminum,0
73.13,29.39,41.6,1557,7,Day,8,Plastic,1
85.33,34.51,42.47,1012,4,Evening,12,Steel,1
89.54,31.92,56.13,1242,10,Day,5,Steel,1
70.2,25.61,46.4,1587,3,Day,7,Aluminum,1
67.78,23.4,54.55,1591,2,Night,8,Steel,1
76.39,29.21,50.55,845,10,Night,12,Plastic,0
83.31,27.38,50.48,817,4,Evening,0,Steel,1
82.98,31.68,41.68,1557,9,Night,6,Plastic,1
60.76,26.41,55.21,1149,5,Evening,6,Steel,0
94.12,26.92,41.44,1019,1,Day,13,Steel,1
68.59,35.27,27.7,1487,5,Day,14,Aluminum,1
72.35,30.74,42.85,1197,6,Day,13,Plastic,0
65.97,26.49,49.53,1545,10,Night,8,Steel,1
101.98,30.09,28.93,1460,6,Evening,0,Steel,1
77.42,36.89,36.15,897,5,Night,1,Aluminum,1
66.49,31.47,32.69,804,8,Night,13,Plastic,0
83.64,32.96,52.87,958,5,Evening,5,Plastic,0
82.69,26.24,61.73,886,11,Evening,3,Aluminum,1
73.12,35.13,42.9,1542,10,Evening,4,Steel,1
83.41,41.59,50.32,919,3,Day,14,Plastic,0
66.75,26.04,50.06,1242,3,Night,4,Aluminum,0
70.07,24.09,60.54,971,4,Night,9,Aluminum,1
54.9,30.88,38.47,1375,10,Day,0,Aluminum,1
61.76,34.38,42.8,1405,8,Evening,0,Aluminum,1
93.08,29.54,41.59,1481,9,Night,12,Aluminum,1
91.41,24.73,45.75,1034,7,Day,6,Steel,1
75.66,29.46,70.04,1277,2,Night,2,Plastic,1
91.63,32.99,45.31,920,9,Night,4,Aluminum,1
73.4,27.96,36.45,1296,6,Night,7,Steel,0
72.57,33.04,33.46,1411,6,Evening,4,Steel,1
75.57,35.82,57.53,1221,6,Evening,9,Aluminum,0
73.75,31.2,36.41,934,1,Night,8,Plastic,0
72.85,29.86,51.64,1114,9,Evening,3,Aluminum,0
86.43,34.15,38.2,868,6,Day,14,Aluminum,1
76.5,25.72,32.33,997,7,Day,6,Plastic,0
82.12,25.23,51.05,1517,1,Night,12,Aluminum,1
85.31,28.67,38.69,810,5,Day,14,Steel,1
78.88,27.54,49.25,929,3,Evening,7,Steel,0
65.3,25.98,49.99,1534,9,Evening,6,Plastic,1
61.47,39.15,50.46,909,2,Day,14,Plastic,0
76.49,40.86,42.32,826,4,Night,12,Aluminum,0
73.29,28.23,51.86,1199,3,Day,3,Steel,0
75.87,30.46,35.77,1119,9,Evening,7,Steel,0
74.84,29.06,20.46,993,3,Night,9,Aluminum,0
100.84,35.54,52.07,1145,1,Evening,10,Plastic,1
61.7,36.53,46.66,815,8,Night,9,Steel,0
55.1,21.11,38.9,872,1,Night,12,Steel,0
78.32,32.38,30.29,1427,11,Night,9,Aluminum,1
71.24,23.47,24.63,1000,1,Evening,13,Plastic,0
78.16,38.79,45.52,1444,7,Night,3,Aluminum,1
80.84,32.2,61.49,963,9,Night,9,Steel,1
87.84,25.88,43.61,806,4,Day,12,Aluminum,1
59.93,28.79,41.39,860,10,Day,11,Aluminum,0
69.43,28.56,44.76,1151,4,Evening,7,Plastic,0
79.29,32.63,66.79,1284,5,Night,7,Aluminum,1
82.7,35.21,52.52,1431,5,Day,3,Steel,1
